id	tweet	emotion	offensive	tweet_proc	cat1_score	cat2_score	cat3_score
1910	Awful things in the news this week. I think this is more upsetting than HASHTAG. Not first time that a frightened / ill & innocent indigenous person ran from HASHTAG, was restrained & killed. Should have got care not violence- take action to stop this USER!  URL	sadness	0	awful things in the news this week . i think this is more upsetting than hashtag . not first time that a frightened / ill & innocent indigenous person ran from hashtag , was restrained & killed . should have got care not violence - take action to stop this user ! url	0.05705202370882034	0.01332920417189598	0.011903327889740467
1911	USER USER Please help them.  HASHTAG has brought HASHTAG to HASHTAG	others	0	user user please help them . hashtag has brought hashtag to hashtag	0.017227109521627426	0.01541524101048708	0.02245229110121727
1912	was I wrong after almost 2 months? 😵 HASHTAG  URL	others	0	was i wrong after almost 2 months ? : face_with_crossed-out_eyes : hashtag url	0.03359362483024597	0.015031038783490658	0.014716239646077156
1913	"I am so shocked! Totally unimaginable that these trucks are driven by human beingsBy Venezuelans against other Venezuelans! Like I just can't wrap my head around it! Why do soldiers go this far? To what extent is their liability? Can ""I was following orders"" suffice? HASHTAG  URL"	others	0	"i am so shocked ! totally unimaginable that these trucks are driven by human beingsby venezuelans against other venezuelans ! like i just can't wrap my head around it ! why do soldiers go this far ? to what extent is their liability ? can "" i was following orders "" suffice ? hashtag url"	0.23040172457695007	0.017297720536589622	0.012341673485934734
1914	What are your all time favorite Nepali literature books? HASHTAG HASHTAG	others	0	what are your all time favorite nepali literature books ? hashtag hashtag	0.021164696663618088	0.015053648501634598	0.020662931725382805
1915	More HASHTAG action tonight, and what a cracker it promises to be as HASHTAG travel to HASHTAG Catch all the action here live from 7pm	joy	0	more hashtag action tonight , and what a cracker it promises to be as hashtag travel to hashtag catch all the action here live from 7pm	0.0191242303699255	0.015705624595284462	0.01912078633904457
1916	This squad is so incredible because from players to the whole staff and through the fans you can see the fucking fighting spirit... USER HASHTAG	joy	0	this squad is so incredible because from players to the whole staff and through the fans you can see the fucking fighting spirit ... user hashtag	0.05570727214217186	0.012633291073143482	0.013494841754436493
1917	HASHTAG should absolutely be nominated for the HASHTAG.  There is no greater threat to the long term future of HASHTAG than the unsustainable economic model we are trying to force onto our HASHTAG.  URL	fear	0	hashtag should absolutely be nominated for the hashtag . there is no greater threat to the long term future of hashtag than the unsustainable economic model we are trying to force onto our hashtag . url	0.1606953740119934	0.015763167291879654	0.015844453126192093
1918	Is it weird that amongst all the chaos I'm in seeing in Paris just makes me want to live there even more? HASHTAG HASHTAG HASHTAG	surprise	0	is it weird that amongst all the chaos i ' m in seeing in paris just makes me want to live there even more ? hashtag hashtag hashtag	0.03647351264953613	0.013157844543457031	0.013333075679838657
1919	The fire at HASHTAG reminded me of this paragraph from my work on the kingdom as a space. People mourn because spaces are not static, but active. HASHTAG  URL	sadness	0	the fire at hashtag reminded me of this paragraph from my work on the kingdom as a space . people mourn because spaces are not static , but active . hashtag url	0.018777471035718918	0.014721101149916649	0.022680839523673058
1920	This is horrific. Please pray for the people of HASHTAG and pray for the victims of this attack and their families.  URL	sadness	0	this is horrific . please pray for the people of hashtag and pray for the victims of this attack and their families . url	0.02393752709031105	0.014733021147549152	0.018309583887457848
1921	It is very disrespectful to the citizens that are suffering and fleeing from HASHTAG to call what's taking place now a coup.	disgust	0	it is very disrespectful to the citizens that are suffering and fleeing from hashtag to call what ' s taking place now a coup .	0.1047963798046112	0.013259930536150932	0.011695693247020245
1922	In celebration of HASHTAG, we put together a list of the most beautiful, fascinating and inspiring books at the moment - check it out and tell us what you think!  URL	joy	0	in celebration of hashtag , we put together a list of the most beautiful , fascinating and inspiring books at the moment - check it out and tell us what you think ! url	0.015743225812911987	0.022616032510995865	0.041296832263469696
1923	What better time to read about some of the greatest con jobs ever? USER offers five book recommendations on HASHTAG  URL	others	0	what better time to read about some of the greatest con jobs ever ? user offers five book recommendations on hashtag url	0.033057667315006256	0.014710343442857265	0.01745869778096676
1924	Get in there you cannibal bastard. Yes!!! HASHTAG	others	1	get in there you cannibal bastard . yes ! ! ! hashtag	0.017761612311005592	0.0160125270485878	0.01955949328839779
1925	"Swedish logic 🤣🤣🤣🤣15-year-o girl who joins ISIS is too young to know what she has done, but girl of same age is HASHTAG expert.""I don't know about nuclear energy, I am only a child"" - said HASHTAG  URL"	disgust	0	"swedish logic : rolling_on_the_floor_laughing : : rolling_on_the_floor_laughing : : rolling_on_the_floor_laughing : 15 - year-o girl who joins isis is too young to know what she has done , but girl of same age is hashtag expert . "" i do n't know about nuclear energy , i am only a child "" - said hashtag url"	0.04144979640841484	0.01327920239418745	0.01514862384647131
1926	HASHTAG headlines with half votes counted:   - Big victory for PSOE, wins 41 seats after being forced to call snap elections - Worst results in history for People’s Party (-71)- No right-wing coalition - Far-right Vox enters Parliament with 23 seats  URL	others	0	hashtag headlines with half votes counted : - big victory for psoe , wins 41 seats after being forced to call snap elections - worst results in history for people ’ s party ( - 71 ) - no right-wing coalition - far-right vox enters parliament with 23 seats url	0.03989851847290993	0.012654162012040615	0.014855273067951202
1927	HASHTAG Just made Lord of the Rings look like Hawk the Fucking Slayer!	joy	1	hashtag just made lord of the rings look like hawk the fucking slayer !	0.016694368794560432	0.01527666486799717	0.022254835814237595
1928	USER I’m sure your mentions are blowing up but I have to say how brilliant you were in HASHTAG BRAVO ARYA!! 🙌 HASHTAG	joy	0	user i ’ m sure your mentions are blowing up but i have to say how brilliant you were in hashtag bravo arya ! ! : raising_hands : hashtag	0.03046911582350731	0.013215221464633942	0.014048145152628422
1929	What will the new HASHTAG look like? The HASHTAG believes there is a peaceful, free and prosperous future for the country and its people. 🇺🇸 stands with 🇻🇪 - HASHTAG  URL	joy	0	what will the new hashtag look like ? the hashtag believes there is a peaceful , free and prosperous future for the country and its people . 🇺 🇸 stands with 🇻 🇪 - hashtag url	0.09715790301561356	0.015270008705556393	0.016201891005039215
1930	"USER And a declaration of ""no HASHTAG "" within HOURS of an INFERNO taking down 850 year old ICON of Western Civilization?? HASHTAG is BIGGEST HASHTAG in modern history-aside from HASHTAG endless LIES."	disgust	0	"user and a declaration of "" no hashtag "" within hours of an inferno taking down 850 year old icon of western civilization ? ? hashtag is biggest hashtag in modern history-aside from hashtag endless lies ."	0.033099666237831116	0.01230592094361782	0.017234310507774353
1931	"""Books are the plain, and the train, and the road. They are the destination, and the journey. They are home."" / Anna Quindlen. Happy HASHTAG, everyone! ☺  URL"	joy	0	""" books are the plain , and the train , and the road . they are the destination , and the journey . they are home . "" / anna quindlen . happy hashtag , everyone ! : smiling_face : url"	0.05772904306650162	0.012995310127735138	0.01522759161889553
1932	HASHTAG: Military Coup hitting a Critical Breaking point in HASHTAG!! Several news stations have been pulled off Air!! Heavy gun fire & protesters being ran over!! URL	fear	0	hashtag : military coup hitting a critical breaking point in hashtag ! ! several news stations have been pulled off air ! ! heavy gun fire & protesters being ran over ! ! url	0.0300727728754282	0.013242279179394245	0.015023897401988506
1933	I really want USER to win the HASHTAG! It's about time to get some new team up there on the podium... USER has been pretty boring and too predictable for far too long now.  HASHTAG	others	0	i really want user to win the hashtag ! it ' s about time to get some new team up there on the podium ... user has been pretty boring and too predictable for far too long now . hashtag	0.02302038110792637	0.014186643064022064	0.017206205055117607
1934	Nobody can make you feel inferior without your permission. Don't let them. HAPPY NEW MONTH! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL	joy	0	nobody can make you feel inferior without your permission . do n't let them . happy new month ! hashtag hashtag hashtag hashtag hashtag url	0.06771716475486755	0.014441967010498047	0.011332554742693901
1935	"""HASHTAG, PR and the “Climate Emergency” – the agenda is to sell the need for a fourth industrial revolution…"" and has nothing to do with saving the planet. In my opinion, everything is wrong with the corporate concept of HASHTAG and the HASHTAG.  URL"	others	0	""" hashtag , pr and the “ climate emergency ” – the agenda is to sell the need for a fourth industrial revolution … "" and has nothing to do with saving the planet . in my opinion , everything is wrong with the corporate concept of hashtag and the hashtag . url"	0.4307042956352234	0.024603793397545815	0.03120756708085537
1936	USER A very full week this week - on the latest HASHTAG, the HASHTAG talk about HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG and HASHTAG in the Phillippines, HASHTAG in Norway and HASHTAG security!  URL	joy	0	user a very full week this week - on the latest hashtag , the hashtag talk about hashtag hashtag hashtag hashtag hashtag hashtag and hashtag in the phillippines , hashtag in norway and hashtag security ! url	0.01447807066142559	0.016872702166438103	0.026555320248007774
1937	Can't wait to spend another amazing weekend enjoying the matchs HASHTAG	others	0	can't wait to spend another amazing weekend enjoying the matchs hashtag	0.01612682454288006	0.01720939762890339	0.02379259094595909
1938	The reason HASHTAG is lit that way is because it is more forgiving to cheaper visual effects shots. If they flooded the set with light that episode would’ve cost the same as a Lord of The Rings film. Tell your non-industry friends.	others	0	the reason hashtag is lit that way is because it is more forgiving to cheaper visual effects shots . if they flooded the set with light that episode would ’ ve cost the same as a lord of the rings film . tell your non-industry friends .	0.056065063923597336	0.011712830513715744	0.014015791937708855
1939	If you haven’t watched the latest HASHTAG episode don’t expect me not to spoil it for you. It’s not my fault your priorities aren’t in the right order.	others	0	if you haven ’ t watched the latest hashtag episode don ’ t expect me not to spoil it for you . it ’ s not my fault your priorities aren ’ t in the right order .	0.04361676797270775	0.013996009714901447	0.012128851376473904
1940	This whole disaster makes my heart hurt... I’m thankful I got to see this gorgeous cathedral in person long ago, but it makes me so sad when we see devastating disasters strike such beautiful historic places. 💔 HASHTAG HASHTAG  URL	sadness	0	this whole disaster makes my heart hurt ... i ’ m thankful i got to see this gorgeous cathedral in person long ago , but it makes me so sad when we see devastating disasters strike such beautiful historic places . : broken_heart : hashtag hashtag url	0.30259037017822266	0.017767345532774925	0.013728968799114227
1941	Thought it might be a bit morbid to go to HASHTAG this afternoon but found respectful crowds, peaceful atmosphere and so much beauty that survived the flames HASHTAG HASHTAG  URL	surprise	0	thought it might be a bit morbid to go to hashtag this afternoon but found respectful crowds , peaceful atmosphere and so much beauty that survived the flames hashtag hashtag url	0.03017357736825943	0.012626673094928265	0.01602632738649845
1942	How about just admitting Maduro and Chavez were evil socialist dictators who killed their own people.  HASHTAG  URL	others	0	how about just admitting maduro and chavez were evil socialist dictators who killed their own people . hashtag url	0.02462911233305931	0.013747588731348515	0.0161629319190979
1943	HASHTAG USER is asked about HASHTAG missiles on the ground in HASHTAG - says we are working to bring this about at a way that there is no violence, does not put life and limb at risk.	fear	0	hashtag user is asked about hashtag missiles on the ground in hashtag - says we are working to bring this about at a way that there is no violence , does not put life and limb at risk .	0.1332162618637085	0.013295864686369896	0.014593861997127533
1944	HAPPY HASHTAG FROM YOUR FAVORITE NEW YORK TIMES BEST SELLING BOOK TWITTER!!!! and shoutout to our dads USER & USER!! we love you guys!! go read!  URL	joy	0	happy hashtag from your favorite new york times best selling book twitter ! ! ! and shoutout to our dads user & user ! ! we love you guys ! ! go read ! url	0.01600688509643078	0.016453037038445473	0.02274216338992119
1945	happy HASHTAG thankful for all my readers. & more to come :)  URL	joy	0	happy hashtag thankful for all my readers . & more to come :) url	0.015089782886207104	0.016207698732614517	0.025054506957530975
1946	Really hope Ajax go on to win the HASHTAG	others	0	really hope ajax go on to win the hashtag	0.019199073314666748	0.014736663550138474	0.018819542601704597
1947	Remember when Spurs fans thought they had a chance to win the leaguePlus thought they were going to win the champions league after beating City, most of them wanted Ajax in the Semis too Ajax will win the HASHTAG said it for months even got a cheeky bet on them too  URL	others	0	remember when spurs fans thought they had a chance to win the leagueplus thought they were going to win the champions league after beating city , most of them wanted ajax in the semis too ajax will win the hashtag said it for months even got a cheeky bet on them too url	0.021365603432059288	0.013558411970734596	0.01969519630074501
1948	The key is that HASHTAG is now by far the largest party and with Podemos is a few seats away from a majority. A big change on a few days ago. HASHTAG I think USER can now cope with the arithmetic.	others	0	the key is that hashtag is now by far the largest party and with podemos is a few seats away from a majority . a big change on a few days ago . hashtag i think user can now cope with the arithmetic .	0.04211290180683136	0.01397077739238739	0.017450740560889244
1949	HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG Early voting data in HASHTAG on Sunday pointed to a hung parliament, though with the left-wing parties carving out a lead over a right wing bloc split by the emergence of nationalists Vox.	others	0	hashtag hashtag hashtag hashtag hashtag early voting data in hashtag on sunday pointed to a hung parliament , though with the left-wing parties carving out a lead over a right wing bloc split by the emergence of nationalists vox .	0.020777612924575806	0.014296670444309711	0.022406121715903282
1950	Goat carried its team to victory. Barca wins laliga HASHTAG HASHTAG	others	0	goat carried its team to victory . barca wins laliga hashtag hashtag	0.01816575415432453	0.015219341963529587	0.021401848644018173
1951	Are Levante trying to get relegated here? Should be winning HASHTAG HASHTAG	others	0	are levante trying to get relegated here ? should be winning hashtag hashtag	0.023453840985894203	0.01381017081439495	0.01629781536757946
1952	USER But Trump created the divide? HASHTAG HASHTAG HASHTAG URL	disgust	0	user but trump created the divide ? hashtag hashtag hashtag url	0.01786055415868759	0.01521588396281004	0.021242430433630943
1953	Why do I care if some church in France is burning? Black kids are dying at the hands of white police and no one is doing anything about it HASHTAG	disgust	0	why do i care if some church in france is burning ? black kids are dying at the hands of white police and no one is doing anything about it hashtag	0.15905505418777466	0.014933688566088676	0.010547194629907608
1954	World book day. What's your favourite book? HASHTAG HASHTAG  URL	others	0	world book day . what ' s your favourite book ? hashtag hashtag url	0.018536819145083427	0.01560400240123272	0.021413782611489296
1955	Rising Stars by the Writers’ Trust of Canada is an annual program in which established authors select a writer in the early stages of their career and become their mentor.  HASHTAG  URL via USER	others	0	rising stars by the writers ’ trust of canada is an annual program in which established authors select a writer in the early stages of their career and become their mentor . hashtag url via user	0.016711197793483734	0.024627098813652992	0.07584433257579803
1956	😬 What a match today. 😬Wherever you are watching in the world today, I hope every single HASHTAG member can feel some sense of unity as all eyes are locked on the Camp Nou. COME ON YOU MIGHTY MIGHTY REDMEN!!!!! 🔴🔴🔴 HASHTAG HASHTAG HASHTAG HASHTAG	joy	0	: grimacing_face : what a match today . : grimacing_face : wherever you are watching in the world today , i hope every single hashtag member can feel some sense of unity as all eyes are locked on the camp nou . come on you mighty mighty redmen ! ! ! : red_circle : : red_circle : : red_circle : hashtag hashtag hashtag hashtag	0.030994700267910957	0.013615300878882408	0.015605314634740353
1957	Solid half, slacked off after the goal but hopefully come out with some of the heat and passion we showed at the end. We’re a second half team so let’s do this thing! HASHTAG HASHTAG HASHTAG	joy	0	solid half , slacked off after the goal but hopefully come out with some of the heat and passion we showed at the end . we ’ re a second half team so let ’ s do this thing ! hashtag hashtag hashtag	0.01674651727080345	0.015546092763543129	0.02307739295065403
1958	“The one thing we need more than hope is action.” USER 🌏 HASHTAG HASHTAG  URL	others	0	“ the one thing we need more than hope is action . ” user : globe_showing_Asia-Australia : hashtag hashtag url	0.05473942309617996	0.01341196708381176	0.012825137935578823
1959	HASHTAG in her dedicated page in the TimeMagazine in its 100 most influential people of the year... she’s now a real icon of hope,fight and power in a empty desire of save our planet.  💪👊✊🌎👸🏼🌹  URL	joy	0	hashtag in her dedicated page in the timemagazine in its 100 most influential people of the year ... she ’ s now a real icon of hope , fight and power in a empty desire of save our planet . : flexed_biceps : : oncoming_fist : : raised_fist : : globe_showing_Americas : 👸🏼 : rose : url	0.020074758678674698	0.01461078878492117	0.026333099231123924
1960	Mad respect for Deborah Riley the production designer of HASHTAG this woman designs the set.. thats mad!	joy	0	mad respect for deborah riley the production designer of hashtag this woman designs the set .. thats mad !	0.01489254180341959	0.016143562272191048	0.025526314973831177
1961	Thanks a bunch USER for throwing a HASHTAG spoiler on national tv less then 24 hours after the episode.  You suck!	disgust	0	thanks a bunch user for throwing a hashtag spoiler on national tv less then 24 hours after the episode . you suck !	0.016107678413391113	0.015952594578266144	0.024254843592643738
1962	"Cathedral burned to the stones. They managed to save artwork,She has held the sacred since the 12th century. We can argue over what ""sacred"" means,but these places carry our deep history,and the deeper meaning of sacred, in their stones and bones. USER HASHTAG  URL"	sadness	0	"cathedral burned to the stones . they managed to save artwork , she has held the sacred since the 12th century . we can argue over what "" sacred "" means , but these places carry our deep history , and the deeper meaning of sacred , in their stones and bones . user hashtag url"	0.05778508260846138	0.012436194345355034	0.020114431157708168
1963	HASHTAG: Paris blaze inspires help for US black churchesThey will rise like phoenixes.   URL	joy	0	hashtag : paris blaze inspires help for us black churchesthey will rise like phoenixes . url	0.016961554065346718	0.01484769582748413	0.022028982639312744
1964	USER We may never know how HASHTAG started, at least not for yrs. Just like Fr authorities withheld how Bataclan massacre victims were mutilated bc of the HASHTAG: Not all migrants leftists champion share our Western values URL … …?	disgust	0	user we may never know how hashtag started , at least not for yrs . just like fr authorities withheld how bataclan massacre victims were mutilated bc of the hashtag : not all migrants leftists champion share our western values url … … ?	0.027837084606289864	0.013141990639269352	0.015156494453549385
1965	Peace to HASHTAG I pray for a beautiful future without tyrant dictator Maduro! 🇻🇪	others	0	peace to hashtag i pray for a beautiful future without tyrant dictator maduro ! 🇻 🇪	0.019736068323254585	0.014876228757202625	0.018656965345144272
1966	Lets go fuck some communist up in HASHTAG HASHTAG HASHTAG	anger	1	lets go fuck some communist up in hashtag hashtag hashtag	0.016893858090043068	0.015800755470991135	0.021509651094675064
1967	On this day of HASHTAG, it's time to remember all the books we've discovered, read, shared because of USER, your school, your curiosity, your friends, your library...  URL	joy	0	on this day of hashtag , it ' s time to remember all the books we ' ve discovered , read , shared because of user , your school , your curiosity , your friends , your library ... url	0.017211299389600754	0.016544904559850693	0.02589760161936283
1968	“There is no friend as loyal as a book” – Ernest Hemingway. Happy HASHTAG	others	0	“ there is no friend as loyal as a book ” – ernest hemingway . happy hashtag	0.03139825910329819	0.014493877068161964	0.015202635899186134
1969	HASHTAG I might not be an intellectual but whatever little sense that I Possess is because of reading good books. Books make my day...  URL	joy	0	hashtag i might not be an intellectual but whatever little sense that i possess is because of reading good books . books make my day ... url	0.06052090600132942	0.012519346550107002	0.014066053554415703
1970	There probably is a reason why every winner of HASHTAG since 2013 has had either CR7 or Messi in the team. They’re simply of another world. Let’s enjoy them while we can  URL	joy	0	there probably is a reason why every winner of hashtag since 2013 has had either cr7 or messi in the team . they ’ re simply of another world . let ’ s enjoy them while we can url	0.037090007215738297	0.012780708260834217	0.01660102978348732
1971	What a free kick by Messi. Perfection HASHTAG	joy	0	what a free kick by messi . perfection hashtag	0.020627498626708984	0.015848709270358086	0.01833142153918743
1972	"USER Without meaning to be cruel, few 16 year olds choose to wear their hair in pig tails or dress like the twins in ""the Shining"", but is HASHTAG wrong ? The time for climate change denial is over. We are temporary stewards of this planet. Its our only home not a waste tip"	others	0	"user without meaning to be cruel , few 16 year olds choose to wear their hair in pig tails or dress like the twins in "" the shining "" , but is hashtag wrong ? the time for climate change denial is over . we are temporary stewards of this planet . its our only home not a waste tip"	0.6666527986526489	0.06502290070056915	0.14942385256290436
1973	I feel like I've had a good hiding now HASHTAG	others	0	i feel like i ' ve had a good hiding now hashtag	0.041379526257514954	0.013228043913841248	0.013561931438744068
1974	Arya Stark: Gets Laid✔Gets shit done✔ HASHTAG	others	0	arya stark : gets laid : check_mark : gets shit done : check_mark : hashtag	0.022418629378080368	0.014020239934325218	0.016755327582359314
1975	Liverpool Ajax final will be a thrilling encounter! HASHTAG	joy	0	liverpool ajax final will be a thrilling encounter ! hashtag	0.014823637902736664	0.016542769968509674	0.027229363098740578
1976	Heard first HASHTAG was accident, workmen and then head they were not there .. reports of celebrating going on .. other churches being attacked .. and . if no one was there .. who is this?  URL	others	0	heard first hashtag was accident , workmen and then head they were not there .. reports of celebrating going on .. other churches being attacked .. and . if no one was there .. who is this ? url	0.03962225839495659	0.012920948676764965	0.013053941540420055
1977	We need to build our wealth so we can respond to our ppl like European billionaires responded to HASHTAG HASHTAG	others	0	we need to build our wealth so we can respond to our ppl like european billionaires responded to hashtag hashtag	0.07699431478977203	0.01227189414203167	0.01636694371700287
1978	via USER  URL really interesting article about the Notre Dame fire HASHTAG HASHTAG	others	0	via user url really interesting article about the notre dame fire hashtag hashtag	0.012913068756461143	0.01898544281721115	0.032830771058797836
1979	It didn’t work USER 😢. You were wrong about everything. HASHTAG  URL	disgust	0	it didn ’ t work user : crying_face : . you were wrong about everything . hashtag url	0.04631806164979935	0.014078935608267784	0.013416018337011337
1980	HASHTAG The path to living is to keep the book in the house. Its reading and execution will be happy in both the people and the world. Avoid sins, the quarrel of the house will end. Must watch the Appana TV channel from 7:30 PM to 8:30 PM  URL	joy	0	hashtag the path to living is to keep the book in the house . its reading and execution will be happy in both the people and the world . avoid sins , the quarrel of the house will end . must watch the appana tv channel from 7:30 pm to 8: 30 pm url	0.05934996157884598	0.012576129287481308	0.014282014220952988
1981	Not much of a reader but love gifting books to avid readers; don’t mind receiving them though! 😉  HASHTAG	joy	0	not much of a reader but love gifting books to avid readers ; don ’ t mind receiving them though ! : winking_face : hashtag	0.026977384462952614	0.01365764532238245	0.016573511064052582
1982	UNREAL!!! Messi with the free kick. The spin, bend and twist on that thing was sensational!!! HASHTAG HASHTAG	joy	0	unreal ! ! ! messi with the free kick . the spin , bend and twist on that thing was sensational ! ! ! hashtag hashtag	0.025221455842256546	0.014142988249659538	0.016617493703961372
1983	I’ve never seen a scoreline not reflect a match so much in my entire life. Anyone who watched this match knows that the scoreline is so incredibly far from a representation of how the teams have played. HASHTAG HASHTAG HASHTAG	others	0	i ’ ve never seen a scoreline not reflect a match so much in my entire life . anyone who watched this match knows that the scoreline is so incredibly far from a representation of how the teams have played . hashtag hashtag hashtag	0.040271345525979996	0.012791601940989494	0.015674931928515434
1984	Global warming at Spitzingsee in Germany, 6 May. Not a peep from alarmists or HASHTAG? Oh - only when it's warmer than normal, of course - then suddenly it's the Devil's hand.  URL	disgust	0	global warming at spitzingsee in germany , 6 may . not a peep from alarmists or hashtag ? oh - only when it ' s warmer than normal , of course - then suddenly it ' s the devil ' s hand . url	0.3325316905975342	0.05142573267221451	0.08081471174955368
1985	I can't believe my sister is actually that obsessed with HASHTAG that she's bought a fricking dog toy HASHTAG  URL	surprise	0	i can't believe my sister is actually that obsessed with hashtag that she ' s bought a fricking dog toy hashtag url	0.04636678472161293	0.013070784509181976	0.012079109437763691
1986	Spreading all my love to BARCA the best club in the world from INDIA 🇮🇳 USER USER HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL	joy	0	spreading all my love to barca the best club in the world from india 🇮 🇳 user user hashtag hashtag hashtag hashtag hashtag hashtag hashtag url	0.01635178178548813	0.015539889223873615	0.023484671488404274
1987	Suarez showing zero love to Liverpool 💔 horrible little man but quality goal scorer HASHTAG	anger	0	suarez showing zero love to liverpool : broken_heart : horrible little man but quality goal scorer hashtag	0.018508704379200935	0.014952443540096283	0.01977234147489071
1988	HASHTAG night ... How does one not fight sleep for this one :) Pretty much the final before the real final! HASHTAG  URL	others	0	hashtag night ... how does one not fight sleep for this one :) pretty much the final before the real final ! hashtag url	0.0216344203799963	0.014721252955496311	0.01737104170024395
1989	School strike for climate - save the world by changing the rules | Greta...  URL via USER 15 year old leader crushing it , non violent arya HASHTAG HASHTAG HASHTAG HASHTAG	others	0	school strike for climate - save the world by changing the rules | greta ... url via user 15 year old leader crushing it , non violent arya hashtag hashtag hashtag hashtag	0.24269747734069824	0.015249460935592651	0.016482315957546234
1990	If all of my disappointments came together to meet the world: HASHTAG  URL	sadness	0	if all of my disappointments came together to meet the world : hashtag url	0.017670905217528343	0.015213810838758945	0.021348459646105766
1991	I'm done opening twitter before seeing GoT episode. I've seen only a fucking sentence and I spoiled myself with that sentence a whole fucking episode. HASHTAG	anger	1	i ' m done opening twitter before seeing got episode . i ' ve seen only a fucking sentence and i spoiled myself with that sentence a whole fucking episode . hashtag	0.022619547322392464	0.014343535527586937	0.01688932068645954
1992	HASHTAG are certainly with the people of HASHTAG and the HASHTAG! Also the 2000 USER fans at the HASHTAG HASHTAG	others	0	hashtag are certainly with the people of hashtag and the hashtag ! also the 2000 user fans at the hashtag hashtag	0.019663572311401367	0.014177736826241016	0.021997861564159393
1993	Hmm. The Macron government will do everything they can to hide the truth about the HASHTAG, whatever that truth may be.  URL	disgust	0	hmm . the macron government will do everything they can to hide the truth about the hashtag , whatever that truth may be . url	0.03406839817762375	0.013562850654125214	0.01642066054046154
1994	USER Two images explain better than one. HASHTAG  URL	others	0	user two images explain better than one . hashtag url	0.06502559036016464	0.012891242280602455	0.01717134192585945
1995	HASHTAG’s mentor seeks refuge in Chile’s HASHTAG embassy, development could point to the failure of a coup attempt -   URL	others	0	hashtag ’ s mentor seeks refuge in chile ’ s hashtag embassy , development could point to the failure of a coup attempt - url	0.024426395073533058	0.013607165776193142	0.017079250887036324
1996	Happy HASHTAG My prayer is that my books will help bring hope to many here and abroad as they walk by faith and live their God-given dreams! By Faith and the Trio are available on Amazon:  URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL	others	0	happy hashtag my prayer is that my books will help bring hope to many here and abroad as they walk by faith and live their god-given dreams ! by faith and the trio are available on amazon : url hashtag hashtag hashtag hashtag hashtag url	0.023796964436769485	0.013129695318639278	0.019191842526197433
1997	A look at what is known about Notre Dame’s treasures and their fate after Monday's fire. HASHTAG  URL	others	0	a look at what is known about notre dame ’ s treasures and their fate after monday ' s fire . hashtag url	0.02084481343626976	0.014926493167877197	0.023187413811683655
1998	The historically black churches in St. Landry Parish, LA were burned in a series of suspected hate crimes. A GoFundMe campaign for the churches began trending after the HASHTAG. Over $530,000 raised 👏🏿  URL	joy	0	the historically black churches in st . landry parish , la were burned in a series of suspected hate crimes . a gofundme campaign for the churches began trending after the hashtag . over $ 530,000 raised 👏🏿 url	0.03475533798336983	0.013098197989165783	0.019032426178455353
1999	"I'm not a ""gun guy"" -- I've never even held one -- but it is so clear that the tragedy in HASHTAG is exacerbated by the fact that *only* the military/government has guns/weapons. The people can't rise up against governmental tyranny without a proper HASHTAG."	others	1	"i ' m not a "" gun guy "" - - i ' ve never even held one - - but it is so clear that the tragedy in hashtag is exacerbated by the fact that * only * the military / government has guns / weapons . the people can't rise up against governmental tyranny without a proper hashtag ."	0.24010126292705536	0.01489713042974472	0.012455899268388748
2000	USER USER USER USER This is what happens when the government takes away your guns and ability to fight back against tyranny!! HASHTAG HASHTAG HASHTAG	anger	0	user user user user this is what happens when the government takes away your guns and ability to fight back against tyranny ! ! hashtag hashtag hashtag	0.16173803806304932	0.013617445714771748	0.012318202294409275
2001	Researching Your American Ancestors: A Quick Guide $3.00 from Amazon  URL HASHTAG HASHTAG HASHTAG HASHTAG  HASHTAG	others	0	researching your american ancestors : a quick guide $ 3.00 from amazon url hashtag hashtag hashtag hashtag hashtag	0.018272386863827705	0.03316034749150276	0.10015221685171127
2002	This HASHTAG, take a look at these HASHTAG individual HASHTAG and their respective numbers of sold copies. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL	others	0	this hashtag , take a look at these hashtag individual hashtag and their respective numbers of sold copies . hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag url	0.019999105483293533	0.015465062111616135	0.023054607212543488
2003	USER USER USER Thanks so much Sam for the HASHTAG... It's very much appreciated... Hope you all have a great HASHTAG and enjoy the HASHTAG too… HASHTAG HASHTAG HASHTAG HASHTAG	joy	0	user user user thanks so much sam for the hashtag ... it ' s very much appreciated ... hope you all have a great hashtag and enjoy the hashtag too … hashtag hashtag hashtag hashtag	0.019807133823633194	0.014713626354932785	0.019687725231051445
2004	"If a woman asks: How are you?""Just reply ""I'm fine.""But if you have money, you can add: ""And you?"". HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG"	others	0	"if a woman asks : how are you ? "" just reply "" i ' m fine . "" but if you have money , you can add : "" and you ? "" . hashtag hashtag hashtag hashtag hashtag hashtag hashtag"	0.027999283745884895	0.01409873180091381	0.01599435694515705
